,n_sim,n_p,n_p_f
16803,4200,6,2
16804,4201,2,2
16805,4201,3,2
16806,4201,5,2
16807,4201,6,2
16808,4202,2,1
16809,4202,3,1
16810,4202,5,2
16811,4202,6,1
16812,4203,2,1
16813,4203,3,2
16814,4203,5,1
16815,4203,6,1
16816,4204,2,2
16817,4204,3,2
16818,4204,5,2
16819,4204,6,1
16820,4205,2,2
16821,4205,3,1
16822,4205,5,6
16823,4205,6,2
16824,4206,2,2
16825,4206,3,1
16826,4206,5,1
16827,4206,6,2
16828,4207,2,2
16829,4207,3,1
16830,4207,5,1
16831,4207,6,1
16832,4208,2,2
16833,4208,3,2
16834,4208,5,1
16835,4208,6,6
16836,4209,2,2
16837,4209,3,2
16838,4209,5,1
16839,4209,6,2
16840,4210,2,1
16841,4210,3,1
16842,4210,5,1
16843,4210,6,2
16844,4211,2,1
16845,4211,3,2
16846,4211,-1,-1
16847,4211,6,2
16848,4212,2,1
16849,4212,3,1
16850,4212,5,1
16851,4212,6,2
16852,4213,2,1
16853,4213,3,1
16854,4213,5,2
16855,4213,6,2
16856,4214,2,1
16857,4214,3,2
16858,4214,5,2
16859,4214,6,2
16860,4215,2,1
16861,4215,3,2
16862,4215,5,2
16863,4215,6,1
16864,4216,2,1
16865,4216,3,2
16866,4216,5,1
16867,4216,6,1
16868,4217,2,1
16869,4217,3,1
16870,4217,5,2
16871,4217,6,1
16872,4218,2,1
16873,4218,3,1
16874,4218,5,2
16875,4218,6,2
16876,4219,2,1
16877,4219,3,1
16878,4219,5,3
16879,4219,6,2
16880,4220,2,1
16881,4220,3,2
16882,4220,5,1
16883,4220,6,2
16884,4221,2,1
16885,4221,3,1
16886,4221,5,1
16887,4221,6,2
16888,4222,2,1
16889,4222,3,1
16890,4222,5,2
16891,4222,6,2
16892,4223,2,1
16893,4223,3,2
16894,4223,5,2
16895,4223,6,1
16896,4224,2,1
16897,4224,3,2
16898,4224,5,1
16899,4224,6,1
16900,4225,2,2
16901,4225,3,1
16902,4225,5,2
16903,4225,6,1
16904,4226,2,2
16905,4226,3,2
16906,4226,5,1
16907,4226,6,6
16908,4227,2,2
16909,4227,3,2
16910,4227,5,1
16911,4227,6,2
16912,4228,2,2
16913,4228,3,2
16914,4228,5,1
16915,4228,6,2
16916,4229,2,2
16917,4229,3,1
16918,4229,5,1
16919,4229,6,2
16920,4230,2,1
16921,4230,3,2
16922,4230,5,1
16923,4230,6,2
16924,4231,2,2
16925,4231,3,1
16926,4231,5,2
16927,4231,6,1
16928,4232,2,2
16929,4232,3,2
16930,4232,5,4
16931,4232,6,1
16932,4233,2,1
16933,4233,3,2
16934,4233,5,2
16935,4233,6,1
16936,4234,2,1
16937,4234,3,2
16938,4234,5,1
16939,4234,6,2
16940,4235,2,1
16941,4235,3,2
16942,4235,5,2
16943,4235,6,2
16944,4236,2,2
16945,4236,3,2
16946,4236,5,2
16947,4236,6,1
16948,4237,2,2
16949,4237,3,3
16950,4237,5,2
16951,4237,6,1
16952,4238,2,2
16953,4238,3,2
16954,4238,5,1
16955,4238,6,1
16956,4239,2,1
16957,4239,3,2
16958,4239,5,1
16959,4239,6,1
16960,4240,2,2
16961,4240,3,2
16962,4240,5,1
16963,4240,6,2
16964,4241,2,1
16965,4241,3,1
16966,4241,5,2
16967,4241,6,2
16968,4242,2,1
16969,4242,3,1
16970,4242,5,1
16971,4242,6,2
16972,4243,2,2
16973,4243,3,1
16974,4243,5,2
16975,4243,6,2
16976,4244,2,1
16977,4244,3,1
16978,4244,5,2
16979,4244,6,2
16980,4245,2,1
16981,4245,3,1
16982,4245,5,2
16983,4245,6,2
16984,4246,-1,-1
16985,4246,3,2
16986,4246,5,2
16987,4246,6,2
16988,4247,2,2
16989,4247,3,1
16990,4247,5,2
16991,4247,6,1
16992,4248,2,1
16993,4248,3,2
16994,4248,5,1
16995,4248,6,2
16996,4249,2,2
16997,4249,3,1
16998,4249,5,2
16999,4249,6,1
17000,4250,2,2
17001,4250,3,1
17002,4250,5,1
17003,4250,6,2
17004,4251,2,2
17005,4251,3,6
17006,4251,5,3
17007,4251,6,2
17008,4252,2,2
17009,4252,3,2
17010,4252,5,6
17011,4252,6,1
17012,4253,2,2
17013,4253,3,1
17014,4253,5,1
17015,4253,6,2
17016,4254,2,2
17017,4254,3,2
17018,4254,5,1
17019,4254,6,2
17020,4255,2,1
17021,4255,3,2
17022,4255,5,1
17023,4255,6,1
17024,4256,2,2
17025,4256,3,1
17026,4256,5,2
17027,4256,6,2
17028,4257,2,2
17029,4257,3,1
17030,4257,5,1
17031,4257,6,2
17032,4258,2,2
17033,4258,3,2
17034,4258,5,2
17035,4258,6,2
17036,4259,2,2
17037,4259,3,1
17038,4259,5,1
17039,4259,6,1
17040,4260,2,2
17041,4260,3,3
17042,4260,5,2
17043,4260,6,1
17044,4261,2,1
17045,4261,3,2
17046,4261,5,1
17047,4261,6,1
17048,4262,-1,-1
17049,4262,3,1
17050,4262,5,2
17051,4262,6,2
17052,4263,2,1
17053,4263,3,2
17054,4263,5,1
17055,4263,6,2
17056,4264,2,2
17057,4264,3,2
17058,4264,5,2
17059,4264,6,1
17060,4265,2,2
17061,4265,3,1
17062,4265,5,2
17063,4265,6,1
17064,4266,-1,-1
17065,4266,3,1
17066,4266,5,2
17067,4266,6,2
17068,4267,2,1
17069,4267,3,1
17070,4267,5,1
17071,4267,6,1
17072,4268,2,1
17073,4268,3,3
17074,4268,5,1
17075,4268,6,2
17076,4269,2,1
17077,4269,3,2
17078,4269,5,1
17079,4269,6,2
17080,4270,2,2
17081,4270,3,1
17082,4270,5,2
17083,4270,6,2
17084,4271,2,1
17085,4271,3,2
17086,4271,5,1
17087,4271,6,1
17088,4272,2,2
17089,4272,-1,-1
17090,4272,5,2
17091,4272,6,1
17092,4273,2,2
17093,4273,3,1
17094,4273,5,2
17095,4273,6,1
17096,4274,2,2
17097,4274,3,2
17098,4274,5,2
17099,4274,6,2
17100,4275,2,2
17101,4275,3,2
17102,4275,5,1
17103,4275,6,1
17104,4276,2,2
17105,4276,3,1
17106,4276,5,2
17107,4276,6,1
17108,4277,2,1
17109,4277,3,1
17110,4277,5,2
17111,4277,6,2
17112,4278,2,1
17113,4278,3,2
17114,4278,5,2
17115,4278,6,2
17116,4279,2,2
17117,4279,3,3
17118,4279,5,2
17119,4279,6,2
17120,4280,2,1
17121,4280,3,2
17122,4280,5,2
17123,4280,6,1
17124,4281,2,1
17125,4281,3,1
17126,4281,5,2
17127,4281,6,2
17128,4282,2,1
17129,4282,3,1
17130,4282,5,2
17131,4282,6,1
17132,4283,2,2
17133,4283,3,2
17134,4283,5,2
17135,4283,6,1
17136,4284,2,2
17137,4284,3,1
17138,4284,5,2
17139,4284,6,1
17140,4285,2,2
17141,4285,3,1
17142,4285,5,2
17143,4285,6,1
17144,4286,2,1
17145,4286,3,1
17146,4286,5,1
17147,4286,6,2
17148,4287,2,1
17149,4287,3,2
17150,4287,5,2
17151,4287,6,2
17152,4288,2,2
17153,4288,3,1
17154,4288,5,1
17155,4288,6,1
17156,4289,2,3
17157,4289,3,1
17158,4289,5,2
17159,4289,6,2
17160,4290,2,1
17161,4290,3,2
17162,4290,5,1
17163,4290,6,2
17164,4291,2,1
17165,4291,3,2
17166,4291,5,1
17167,4291,6,2
17168,4292,2,2
17169,4292,3,2
17170,4292,5,1
17171,4292,6,2
17172,4293,2,2
17173,4293,3,2
17174,4293,5,1
17175,4293,6,2
17176,4294,2,2
17177,4294,3,2
17178,4294,5,1
17179,4294,6,2
17180,4295,2,1
17181,4295,3,2
17182,4295,5,1
17183,4295,6,1
17184,4296,2,2
17185,4296,3,1
17186,4296,5,2
17187,4296,6,2
17188,4297,2,2
17189,4297,3,2
17190,4297,5,1
17191,4297,6,1
17192,4298,2,2
17193,4298,3,1
17194,4298,5,2
17195,4298,6,1
17196,4299,2,2
17197,4299,3,1
17198,4299,5,2
17199,4299,6,1
17200,4300,2,2
17201,4300,3,2
17202,4300,5,2
17203,4300,6,2
17204,4301,2,1
17205,4301,3,2
17206,4301,5,1
17207,4301,6,1
17208,4302,2,2
17209,4302,3,2
17210,4302,5,2
17211,4302,6,2
17212,4303,2,2
17213,4303,3,2
17214,4303,5,1
17215,4303,6,2
17216,4304,2,2
17217,4304,3,2
17218,4304,5,2
17219,4304,6,2
17220,4305,2,2
17221,4305,3,1
17222,4305,5,1
17223,4305,6,1
17224,4306,2,1
17225,4306,3,2
17226,4306,5,2
17227,4306,6,1
17228,4307,2,2
17229,4307,3,1
17230,4307,5,1
17231,4307,6,1
17232,4308,2,2
17233,4308,3,2
17234,4308,5,1
17235,4308,6,1
17236,4309,2,1
17237,4309,3,1
17238,4309,5,1
17239,4309,6,2
17240,4310,2,2
17241,4310,3,2
17242,4310,5,1
17243,4310,6,2
17244,4311,2,2
17245,4311,3,2
17246,4311,5,1
17247,4311,6,2
17248,4312,-1,-1
17249,4312,3,2
17250,4312,5,1
17251,4312,6,1
17252,4313,2,1
17253,4313,3,1
17254,4313,5,2
17255,4313,6,1
17256,4314,-1,-1
17257,4314,3,1
17258,4314,5,2
17259,4314,6,2
17260,4315,2,2
17261,4315,3,2
17262,4315,5,1
17263,4315,6,2
17264,4316,2,2
17265,4316,-1,-1
17266,4316,5,2
17267,4316,6,2
17268,4317,2,2
17269,4317,3,1
17270,4317,5,1
17271,4317,6,2
17272,4318,2,2
17273,4318,3,2
17274,4318,5,1
17275,4318,6,1
17276,4319,2,1
17277,4319,3,1
17278,4319,5,2
17279,4319,6,2
17280,4320,2,1
17281,4320,3,2
17282,4320,5,2
17283,4320,6,2
17284,4321,2,1
17285,4321,3,1
17286,4321,5,2
17287,4321,6,1
17288,4322,2,2
17289,4322,3,1
17290,4322,5,2
17291,4322,6,2
17292,4323,2,2
17293,4323,3,2
17294,4323,5,2
17295,4323,6,2
17296,4324,2,1
17297,4324,3,1
17298,4324,5,1
17299,4324,6,2
17300,4325,2,2
17301,4325,-1,-1
17302,4325,5,2
17303,4325,6,2
17304,4326,2,1
17305,4326,3,1
17306,4326,5,2
17307,4326,6,1
17308,4327,2,2
17309,4327,3,2
17310,4327,5,1
17311,4327,6,2
17312,4328,2,1
17313,4328,3,2
17314,4328,5,1
17315,4328,6,2
17316,4329,2,1
17317,4329,3,2
17318,4329,5,2
17319,4329,6,2
17320,4330,2,2
17321,4330,3,2
17322,4330,5,3
17323,4330,6,2
17324,4331,2,2
17325,4331,3,2
17326,4331,5,1
17327,4331,6,1
17328,4332,-1,-1
17329,4332,3,1
17330,4332,5,1
17331,4332,6,2
17332,4333,2,2
17333,4333,3,2
17334,4333,5,2
17335,4333,6,1
17336,4334,2,2
17337,4334,3,1
17338,4334,5,2
17339,4334,6,2
17340,4335,2,1
17341,4335,3,2
17342,4335,5,1
17343,4335,6,2
17344,4336,2,2
17345,4336,3,2
17346,4336,5,2
17347,4336,6,1
17348,4337,2,1
17349,4337,3,2
17350,4337,5,1
17351,4337,6,1
17352,4338,-1,-1
17353,4338,3,1
17354,4338,5,2
17355,4338,6,1
17356,4339,2,2
17357,4339,3,2
17358,4339,5,1
17359,4339,6,1
17360,4340,2,1
17361,4340,3,1
17362,4340,5,2
17363,4340,6,2
17364,4341,2,1
17365,4341,3,2
17366,4341,5,2
17367,4341,6,1
17368,4342,2,2
17369,4342,3,2
17370,4342,5,2
17371,4342,6,1
17372,4343,2,2
17373,4343,3,2
17374,4343,5,2
17375,4343,6,2
17376,4344,2,1
17377,4344,3,1
17378,4344,5,1
17379,4344,6,2
17380,4345,2,1
17381,4345,3,2
17382,4345,5,1
17383,4345,6,2
17384,4346,2,2
17385,4346,3,1
17386,4346,5,2
17387,4346,6,2
17388,4347,2,1
17389,4347,3,2
17390,4347,5,2
17391,4347,6,2
17392,4348,2,1
17393,4348,3,2
17394,4348,5,2
17395,4348,6,1
17396,4349,2,2
17397,4349,-1,-1
17398,4349,5,1
17399,4349,6,1
17400,4350,2,2
17401,4350,3,2
17402,4350,5,2
17403,4350,6,2
17404,4351,2,2
17405,4351,3,1
17406,4351,5,1
17407,4351,6,2
17408,4352,2,1
17409,4352,3,2
17410,4352,5,2
17411,4352,6,2
17412,4353,2,2
17413,4353,-1,-1
17414,4353,5,2
17415,4353,6,2
17416,4354,2,1
17417,4354,3,1
17418,4354,5,2
17419,4354,6,2
17420,4355,2,1
17421,4355,3,2
17422,4355,5,2
17423,4355,6,2
17424,4356,2,2
17425,4356,3,2
17426,4356,5,3
17427,4356,6,2
17428,4357,2,1
17429,4357,3,1
17430,4357,5,1
17431,4357,6,2
17432,4358,2,2
17433,4358,3,2
17434,4358,5,1
17435,4358,-1,-1
17436,4359,2,1
17437,4359,3,2
17438,4359,5,1
17439,4359,6,1
17440,4360,2,2
17441,4360,3,1
17442,4360,5,2
17443,4360,6,1
17444,4361,2,2
17445,4361,3,1
17446,4361,5,2
17447,4361,6,1
17448,4362,2,2
17449,4362,3,1
17450,4362,5,1
17451,4362,6,1
17452,4363,2,2
17453,4363,3,2
17454,4363,5,1
17455,4363,6,2
17456,4364,2,1
17457,4364,3,2
17458,4364,5,1
17459,4364,6,2
17460,4365,2,1
17461,4365,3,2
17462,4365,5,2
17463,4365,6,1
17464,4366,2,1
17465,4366,3,2
17466,4366,5,1
17467,4366,6,1
17468,4367,2,2
17469,4367,3,1
17470,4367,5,2
17471,4367,6,1
17472,4368,2,2
17473,4368,3,1
17474,4368,5,2
17475,4368,6,2
17476,4369,2,2
17477,4369,3,2
17478,4369,5,1
17479,4369,6,1
17480,4370,2,2
17481,4370,3,2
17482,4370,5,2
17483,4370,6,2
17484,4371,2,1
17485,4371,3,1
17486,4371,5,2
17487,4371,6,2
17488,4372,2,2
17489,4372,3,1
17490,4372,5,2
17491,4372,6,2
17492,4373,2,2
17493,4373,3,2
17494,4373,5,2
17495,4373,6,1
17496,4374,2,1
17497,4374,3,1
17498,4374,5,2
17499,4374,6,2
17500,4375,2,2
17501,4375,3,3
17502,4375,-1,-1
17503,4375,-1,-1
17504,4376,2,2
17505,4376,3,2
17506,4376,5,2
17507,4376,6,1
17508,4377,2,2
17509,4377,3,2
17510,4377,5,1
17511,4377,6,2
17512,4378,2,1
17513,4378,3,2
17514,4378,5,2
17515,4378,6,1
17516,4379,2,1
17517,4379,3,2
17518,4379,5,1
17519,4379,6,1
17520,4380,2,2
17521,4380,3,2
17522,4380,5,2
17523,4380,6,2
17524,4381,2,2
17525,4381,3,2
17526,4381,5,2
17527,4381,6,2
17528,4382,2,1
17529,4382,3,1
17530,4382,5,2
17531,4382,6,1
17532,4383,2,1
17533,4383,3,1
17534,4383,5,1
17535,4383,6,1
17536,4384,2,6
17537,4384,3,2
17538,4384,-1,-1
17539,4384,6,1
17540,4385,-1,-1
17541,4385,3,2
17542,4385,5,2
17543,4385,6,1
17544,4386,2,1
17545,4386,3,2
17546,4386,5,1
17547,4386,6,1
17548,4387,2,2
17549,4387,3,2
17550,4387,5,2
17551,4387,6,1
17552,4388,2,1
17553,4388,3,1
17554,4388,5,2
17555,4388,6,1
17556,4389,2,1
17557,4389,3,1
17558,4389,5,2
17559,4389,6,2
17560,4390,2,1
17561,4390,3,1
17562,4390,5,1
17563,4390,6,1
17564,4391,2,1
17565,4391,3,1
17566,4391,5,1
17567,4391,6,2
17568,4392,2,2
17569,4392,3,2
17570,4392,5,2
17571,4392,6,1
17572,4393,2,1
17573,4393,3,2
17574,4393,5,2
17575,4393,6,1
17576,4394,2,2
17577,4394,3,1
17578,4394,5,2
17579,4394,6,2
17580,4395,2,1
17581,4395,3,2
17582,4395,5,1
17583,4395,6,2
17584,4396,2,1
17585,4396,3,2
17586,4396,5,1
17587,4396,6,2
17588,4397,2,2
17589,4397,3,2
17590,4397,5,2
17591,4397,6,2
17592,4398,2,2
17593,4398,3,1
17594,4398,5,2
17595,4398,6,2
17596,4399,2,1
17597,4399,3,2
17598,4399,5,2
17599,4399,6,2
17600,4400,2,1
17601,4400,3,3
17602,4400,5,2
17603,4400,6,2
17604,4401,2,2
17605,4401,3,2
17606,4401,5,1
17607,4401,6,2
17608,4402,2,2
17609,4402,-1,-1
17610,4402,5,1
17611,4402,6,2
17612,4403,2,2
17613,4403,3,2
17614,4403,5,3
17615,4403,6,2
17616,4404,2,1
17617,4404,3,1
17618,4404,5,3
17619,4404,6,2
17620,4405,2,1
17621,4405,3,2
17622,4405,5,2
17623,4405,6,2
17624,4406,2,2
17625,4406,3,2
17626,4406,5,1
17627,4406,6,2
17628,4407,2,1
17629,4407,3,2
17630,4407,5,1
17631,4407,6,1
17632,4408,2,2
17633,4408,3,2
17634,4408,5,1
17635,4408,6,1
17636,4409,2,2
17637,4409,3,1
17638,4409,-1,-1
17639,4409,6,1
17640,4410,2,2
17641,4410,3,1
17642,4410,5,2
17643,4410,6,1
17644,4411,2,2
17645,4411,3,1
17646,4411,5,1
17647,4411,6,2
17648,4412,2,1
17649,4412,3,1
17650,4412,5,2
17651,4412,6,2
17652,4413,2,2
17653,4413,3,1
17654,4413,5,2
17655,4413,6,2
17656,4414,2,2
17657,4414,3,2
17658,4414,5,2
17659,4414,6,2
17660,4415,2,2
17661,4415,3,2
17662,4415,5,1
17663,4415,6,1
17664,4416,2,1
17665,4416,3,1
17666,4416,5,2
17667,4416,6,2
17668,4417,2,1
17669,4417,3,1
17670,4417,5,2
17671,4417,6,1
17672,4418,2,2
17673,4418,3,2
17674,4418,5,2
17675,4418,6,1
17676,4419,2,2
17677,4419,3,1
17678,4419,5,6
17679,4419,6,2
17680,4420,2,1
17681,4420,3,2
17682,4420,5,1
17683,4420,6,2
17684,4421,2,1
17685,4421,3,1
17686,4421,5,2
17687,4421,6,2
17688,4422,2,1
17689,4422,3,1
17690,4422,5,2
17691,4422,6,2
17692,4423,2,2
17693,4423,3,2
17694,4423,5,1
17695,4423,6,2
17696,4424,2,2
17697,4424,3,2
17698,4424,5,2
17699,4424,6,1
17700,4425,2,1
17701,4425,3,1
17702,4425,5,2
17703,4425,6,2
17704,4426,2,2
17705,4426,-1,-1
17706,4426,5,1
17707,4426,6,2
17708,4427,2,2
17709,4427,3,2
17710,4427,5,2
17711,4427,6,2
17712,4428,2,1
17713,4428,3,2
17714,4428,5,2
17715,4428,6,2
17716,4429,2,2
17717,4429,3,6
17718,4429,-1,-1
17719,4429,6,1
17720,4430,2,2
17721,4430,3,1
17722,4430,5,2
17723,4430,6,1
17724,4431,2,1
17725,4431,3,2
17726,4431,5,1
17727,4431,6,2
17728,4432,-1,-1
17729,4432,3,2
17730,4432,5,1
17731,4432,6,1
17732,4433,2,1
17733,4433,3,3
17734,4433,5,2
17735,4433,6,1
17736,4434,2,2
17737,4434,3,2
17738,4434,5,1
17739,4434,6,2
17740,4435,2,2
17741,4435,3,1
17742,4435,5,2
17743,4435,6,2
17744,4436,2,1
17745,4436,3,2
17746,4436,5,2
17747,4436,6,2
17748,4437,2,1
17749,4437,3,1
17750,4437,5,2
17751,4437,6,1
17752,4438,2,1
17753,4438,3,2
17754,4438,5,2
17755,4438,6,2
17756,4439,2,2
17757,4439,3,2
17758,4439,5,1
17759,4439,6,2
17760,4440,2,1
17761,4440,3,2
17762,4440,5,1
17763,4440,6,1
17764,4441,2,2
17765,4441,3,1
17766,4441,5,1
17767,4441,6,1
17768,4442,2,2
17769,4442,3,2
17770,4442,5,2
17771,4442,-1,-1
17772,4443,2,1
17773,4443,3,2
17774,4443,5,1
17775,4443,6,2
17776,4444,2,2
17777,4444,3,1
17778,4444,5,2
17779,4444,6,2
17780,4445,2,2
17781,4445,3,1
17782,4445,5,2
17783,4445,6,2
17784,4446,2,6
17785,4446,3,1
17786,4446,5,2
17787,4446,6,2
17788,4447,2,2
17789,4447,3,1
17790,4447,5,2
17791,4447,6,2
17792,4448,2,2
17793,4448,3,1
17794,4448,-1,-1
17795,4448,-1,-1
17796,4449,2,1
17797,4449,3,2
17798,4449,5,2
17799,4449,6,1
17800,4450,2,1
17801,4450,3,1
17802,4450,5,2
17803,4450,6,2
17804,4451,2,2
17805,4451,3,2
17806,4451,5,2
17807,4451,6,2
17808,4452,2,2
17809,4452,3,1
17810,4452,5,1
17811,4452,6,2
17812,4453,2,2
17813,4453,3,2
17814,4453,5,1
17815,4453,6,3
17816,4454,2,1
17817,4454,3,2
17818,4454,5,2
17819,4454,6,2
17820,4455,2,2
17821,4455,3,2
17822,4455,-1,-1
17823,4455,6,2
17824,4456,2,2
17825,4456,3,1
17826,4456,5,1
17827,4456,6,2
17828,4457,2,2
17829,4457,3,1
17830,4457,5,2
17831,4457,6,2
17832,4458,2,1
17833,4458,3,1
17834,4458,5,1
17835,4458,6,1
17836,4459,2,2
17837,4459,3,2
17838,4459,5,2
17839,4459,-1,-1
17840,4460,2,2
17841,4460,3,1
17842,4460,5,1
17843,4460,6,2
17844,4461,-1,-1
17845,4461,3,1
17846,4461,5,1
17847,4461,6,2
17848,4462,2,1
17849,4462,3,1
17850,4462,5,6
17851,4462,6,2
17852,4463,2,2
17853,4463,3,1
17854,4463,5,2
17855,4463,6,2
17856,4464,2,2
17857,4464,3,2
17858,4464,5,2
17859,4464,6,2
17860,4465,2,1
17861,4465,3,1
17862,4465,5,2
17863,4465,6,2
17864,4466,2,1
17865,4466,3,1
17866,4466,5,2
17867,4466,6,1
17868,4467,2,1
17869,4467,3,2
17870,4467,5,1
17871,4467,6,2
17872,4468,2,2
17873,4468,3,2
17874,4468,5,2
17875,4468,6,1
17876,4469,2,2
17877,4469,3,1
17878,4469,5,2
17879,4469,6,2
17880,4470,2,1
17881,4470,3,2
17882,4470,5,2
17883,4470,6,2
17884,4471,2,2
17885,4471,3,2
17886,4471,5,2
17887,4471,6,2
17888,4472,2,2
17889,4472,3,2
17890,4472,5,2
17891,4472,6,2
17892,4473,2,2
17893,4473,3,2
17894,4473,5,2
17895,4473,6,2
17896,4474,-1,-1
17897,4474,3,2
17898,4474,5,1
17899,4474,6,2
17900,4475,2,2
17901,4475,3,2
17902,4475,5,1
17903,4475,6,2
17904,4476,2,2
17905,4476,3,1
17906,4476,5,2
17907,4476,6,1
17908,4477,2,2
17909,4477,3,2
17910,4477,5,1
17911,4477,6,2
17912,4478,2,1
17913,4478,3,1
17914,4478,5,1
17915,4478,6,2
17916,4479,2,2
17917,4479,3,2
17918,4479,5,2
17919,4479,6,2
17920,4480,2,2
17921,4480,3,1
17922,4480,5,2
17923,4480,6,2
17924,4481,2,1
17925,4481,3,2
17926,4481,5,2
17927,4481,6,1
17928,4482,2,1
17929,4482,3,2
17930,4482,5,2
17931,4482,6,2
17932,4483,2,1
17933,4483,3,2
17934,4483,5,2
17935,4483,6,2
17936,4484,2,2
17937,4484,3,2
17938,4484,5,1
17939,4484,6,2
17940,4485,2,1
17941,4485,3,1
17942,4485,5,2
17943,4485,6,1
17944,4486,2,3
17945,4486,3,2
17946,4486,5,2
17947,4486,6,2
17948,4487,2,2
17949,4487,3,5
17950,4487,5,2
17951,4487,6,1
17952,4488,2,2
17953,4488,-1,-1
17954,4488,5,1
17955,4488,6,2
17956,4489,2,1
17957,4489,3,2
17958,4489,5,1
17959,4489,6,2
17960,4490,2,1
17961,4490,3,2
17962,4490,5,1
17963,4490,6,1
17964,4491,2,2
17965,4491,3,2
17966,4491,5,2
17967,4491,6,2
17968,4492,2,2
17969,4492,3,2
17970,4492,5,1
17971,4492,6,2
17972,4493,2,2
17973,4493,3,2
17974,4493,5,2
17975,4493,6,2
17976,4494,2,2
17977,4494,3,2
17978,4494,5,1
17979,4494,6,1
17980,4495,2,1
17981,4495,-1,-1
17982,4495,5,1
17983,4495,6,2
17984,4496,2,1
17985,4496,3,2
17986,4496,5,2
17987,4496,6,2
17988,4497,2,1
17989,4497,3,2
17990,4497,5,2
17991,4497,6,2
17992,4498,2,1
17993,4498,3,2
17994,4498,5,2
17995,4498,6,2
17996,4499,2,1
17997,4499,3,1
17998,4499,5,2
17999,4499,6,1
18000,4500,2,2
18001,4500,3,2
18002,4500,5,2
18003,4500,6,1
18004,4501,2,1
18005,4501,3,2
18006,4501,5,1
18007,4501,6,2
18008,4502,2,2
18009,4502,3,1
18010,4502,5,2
18011,4502,6,3
18012,4503,2,1
18013,4503,3,2
18014,4503,5,1
18015,4503,6,2
18016,4504,2,2
18017,4504,3,1
18018,4504,5,1
18019,4504,6,2
18020,4505,2,1
18021,4505,3,1
18022,4505,5,2
18023,4505,6,1
18024,4506,2,2
18025,4506,3,2
18026,4506,5,2
18027,4506,6,1
18028,4507,2,2
18029,4507,3,1
18030,4507,5,2
18031,4507,6,2
18032,4508,2,2
18033,4508,3,1
18034,4508,5,2
18035,4508,6,2
18036,4509,2,2
18037,4509,3,1
18038,4509,5,2
18039,4509,6,1
18040,4510,2,2
18041,4510,3,1
18042,4510,5,1
18043,4510,6,1
18044,4511,2,2
18045,4511,3,2
18046,4511,5,2
18047,4511,6,2
18048,4512,2,1
18049,4512,3,1
18050,4512,5,2
18051,4512,6,2
18052,4513,2,2
18053,4513,3,2
18054,4513,5,1
18055,4513,6,2
18056,4514,2,2
18057,4514,3,1
18058,4514,5,2
18059,4514,6,1
18060,4515,2,1
18061,4515,3,2
18062,4515,5,1
18063,4515,6,2
18064,4516,2,2
18065,4516,3,2
18066,4516,5,2
18067,4516,6,1
18068,4517,2,2
18069,4517,3,1
18070,4517,-1,-1
18071,4517,6,1
18072,4518,2,2
18073,4518,3,1
18074,4518,5,1
18075,4518,6,6
18076,4519,2,1
18077,4519,3,2
18078,4519,5,1
18079,4519,6,3
18080,4520,2,1
18081,4520,3,2
18082,4520,5,2
18083,4520,6,2
18084,4521,2,1
18085,4521,3,2
18086,4521,5,2
18087,4521,6,3
18088,4522,2,2
18089,4522,3,2
18090,4522,5,2
18091,4522,6,1
18092,4523,2,2
18093,4523,3,2
18094,4523,5,1
18095,4523,6,2
18096,4524,2,2
18097,4524,3,1
18098,4524,5,2
18099,4524,6,2
18100,4525,2,1
18101,4525,3,1
18102,4525,5,2
18103,4525,6,2
18104,4526,2,2
18105,4526,3,1
18106,4526,5,2
18107,4526,6,1
18108,4527,2,2
18109,4527,3,2
18110,4527,-1,-1
18111,4527,6,2
18112,4528,2,2
18113,4528,3,2
18114,4528,5,2
18115,4528,-1,-1
18116,4529,2,1
18117,4529,3,1
18118,4529,5,1
18119,4529,6,1
18120,4530,2,2
18121,4530,3,2
18122,4530,5,1
18123,4530,6,1
18124,4531,2,2
18125,4531,3,1
18126,4531,5,2
18127,4531,6,2
18128,4532,2,2
18129,4532,3,2
18130,4532,5,1
18131,4532,6,2
18132,4533,2,2
18133,4533,3,1
18134,4533,5,1
18135,4533,6,2
18136,4534,2,2
18137,4534,3,1
18138,4534,5,2
18139,4534,6,2
18140,4535,2,2
18141,4535,3,2
18142,4535,5,2
18143,4535,6,3
18144,4536,-1,-1
18145,4536,3,1
18146,4536,5,2
18147,4536,6,1
18148,4537,2,2
18149,4537,3,2
18150,4537,5,2
18151,4537,6,2
18152,4538,2,2
18153,4538,3,1
18154,4538,5,2
18155,4538,6,2
18156,4539,2,1
18157,4539,3,2
18158,4539,5,1
18159,4539,6,2
18160,4540,-1,-1
18161,4540,3,1
18162,4540,5,2
18163,4540,6,2
18164,4541,2,2
18165,4541,3,1
18166,4541,5,1
18167,4541,6,2
18168,4542,2,2
18169,4542,-1,-1
18170,4542,5,1
18171,4542,6,2
18172,4543,2,1
18173,4543,3,2
18174,4543,5,1
18175,4543,6,1
18176,4544,-1,-1
18177,4544,3,2
18178,4544,5,1
18179,4544,6,1
18180,4545,2,2
18181,4545,3,2
18182,4545,5,1
18183,4545,6,2
18184,4546,2,1
18185,4546,-1,-1
18186,4546,5,1
18187,4546,6,1
18188,4547,2,1
18189,4547,3,1
18190,4547,5,2
18191,4547,6,3
18192,4548,2,2
